,Prompt,Answer
5123,"Your current position: (1,1), you have to reach (0,1).",up
5124,"Your current position: (2,1), you have to reach (0,3).",right
5125,"Your current position: (2,2), you have to reach (0,3).",up
5126,"Your current position: (1,2), you have to reach (0,3).",right
5127,"Your current position: (1,3), you have to reach (0,3).",up
5128,"Your current position: (2,1), you have to reach (2,0).",left
5129,"Your current position: (0,1), you have to reach (1,0).",left
5130,"Your current position: (0,0), you have to reach (1,0).",down
5131,"Your current position: (3,0), you have to reach (0,0).",up
5132,"Your current position: (2,0), you have to reach (0,0).",up
5133,"Your current position: (1,0), you have to reach (0,0).",up
5134,"Your current position: (1,0), you have to reach (2,1).",right
5135,"Your current position: (1,1), you have to reach (2,1).",down
5136,"Your current position: (3,0), you have to reach (0,2).",up
5137,"Your current position: (2,0), you have to reach (0,2).",right
5138,"Your current position: (2,1), you have to reach (0,2).",up
5139,"Your current position: (1,1), you have to reach (0,2).",right
5140,"Your current position: (1,2), you have to reach (0,2).",up
5141,"Your current position: (2,0), you have to reach (0,3).",right
5142,"Your current position: (2,1), you have to reach (0,3).",right
5143,"Your current position: (2,2), you have to reach (0,3).",up
5144,"Your current position: (1,2), you have to reach (0,3).",right
5145,"Your current position: (1,3), you have to reach (0,3).",up
5146,"Your current position: (0,2), you have to reach (3,1).",down
5147,"Your current position: (1,2), you have to reach (3,1).",down
5148,"Your current position: (2,2), you have to reach (3,1).",left
5149,"Your current position: (2,1), you have to reach (3,1).",down
5150,"Your current position: (1,3), you have to reach (2,2).",left
5151,"Your current position: (1,2), you have to reach (2,2).",down
5152,"Your current position: (2,2), you have to reach (0,2).",up
5153,"Your current position: (1,2), you have to reach (0,2).",up
5154,"Your current position: (2,2), you have to reach (1,0).",left
5155,"Your current position: (2,1), you have to reach (1,0).",left
5156,"Your current position: (2,0), you have to reach (1,0).",up
5157,"Your current position: (1,2), you have to reach (0,1).",left
5158,"Your current position: (1,1), you have to reach (0,1).",up
5159,"Your current position: (3,3), you have to reach (1,1).",left
5160,"Your current position: (3,2), you have to reach (1,1).",up
5161,"Your current position: (2,2), you have to reach (1,1).",left
5162,"Your current position: (2,1), you have to reach (1,1).",up
5163,"Your current position: (3,1), you have to reach (2,1).",up
5164,"Your current position: (1,3), you have to reach (0,2).",left
5165,"Your current position: (1,2), you have to reach (0,2).",up
5166,"Your current position: (3,2), you have to reach (1,0).",left
5167,"Your current position: (3,1), you have to reach (1,0).",up
5168,"Your current position: (2,1), you have to reach (1,0).",left
5169,"Your current position: (2,0), you have to reach (1,0).",up
5170,"Your current position: (3,0), you have to reach (0,0).",up
5171,"Your current position: (2,0), you have to reach (0,0).",up
5172,"Your current position: (1,0), you have to reach (0,0).",up
5173,"Your current position: (1,3), you have to reach (3,3).",down
5174,"Your current position: (2,3), you have to reach (3,3).",down
5175,"Your current position: (3,0), you have to reach (0,2).",up
5176,"Your current position: (2,0), you have to reach (0,2).",right
5177,"Your current position: (2,1), you have to reach (0,2).",up
5178,"Your current position: (1,1), you have to reach (0,2).",right
5179,"Your current position: (1,2), you have to reach (0,2).",up
5180,"Your current position: (3,2), you have to reach (3,1).",left
5181,"Your current position: (0,0), you have to reach (3,0).",down
5182,"Your current position: (1,0), you have to reach (3,0).",down
5183,"Your current position: (2,0), you have to reach (3,0).",down
5184,"Your current position: (0,2), you have to reach (2,1).",down
5185,"Your current position: (1,2), you have to reach (2,1).",left
5186,"Your current position: (1,1), you have to reach (2,1).",down
5187,"Your current position: (0,3), you have to reach (2,3).",down
5188,"Your current position: (1,3), you have to reach (2,3).",down
5189,"Your current position: (2,2), you have to reach (3,0).",left
5190,"Your current position: (2,1), you have to reach (3,0).",left
5191,"Your current position: (2,0), you have to reach (3,0).",down
5192,"Your current position: (2,2), you have to reach (3,3).",right
5193,"Your current position: (2,3), you have to reach (3,3).",down
5194,"Your current position: (0,0), you have to reach (3,0).",down
5195,"Your current position: (1,0), you have to reach (3,0).",down
5196,"Your current position: (2,0), you have to reach (3,0).",down
5197,"Your current position: (2,1), you have to reach (2,0).",left
5198,"Your current position: (1,1), you have to reach (2,0).",left
5199,"Your current position: (1,0), you have to reach (2,0).",down
5200,"Your current position: (2,0), you have to reach (1,0).",up
5201,"Your current position: (3,2), you have to reach (0,1).",up
5202,"Your current position: (2,2), you have to reach (0,1).",up
5203,"Your current position: (1,2), you have to reach (0,1).",left
5204,"Your current position: (1,1), you have to reach (0,1).",up
5205,"Your current position: (0,2), you have to reach (0,3).",right
5206,"Your current position: (2,3), you have to reach (2,1).",left
5207,"Your current position: (2,2), you have to reach (2,1).",left
5208,"Your current position: (1,3), you have to reach (1,0).",left
5209,"Your current position: (1,2), you have to reach (1,0).",left
5210,"Your current position: (1,1), you have to reach (1,0).",left
5211,"Your current position: (1,3), you have to reach (2,3).",down
5212,"Your current position: (1,3), you have to reach (3,2).",down
5213,"Your current position: (2,3), you have to reach (3,2).",left
5214,"Your current position: (2,2), you have to reach (3,2).",down
5215,"Your current position: (1,0), you have to reach (2,3).",right
5216,"Your current position: (1,1), you have to reach (2,3).",right
5217,"Your current position: (1,2), you have to reach (2,3).",right
5218,"Your current position: (1,3), you have to reach (2,3).",down
5219,"Your current position: (2,0), you have to reach (0,2).",right
5220,"Your current position: (2,1), you have to reach (0,2).",up
5221,"Your current position: (1,1), you have to reach (0,2).",right
5222,"Your current position: (1,2), you have to reach (0,2).",up
5223,"Your current position: (1,1), you have to reach (3,2).",down
5224,"Your current position: (2,1), you have to reach (3,2).",right
5225,"Your current position: (2,2), you have to reach (3,2).",down
5226,"Your current position: (0,0), you have to reach (3,0).",down
5227,"Your current position: (1,0), you have to reach (3,0).",down
5228,"Your current position: (2,0), you have to reach (3,0).",down
5229,"Your current position: (2,3), you have to reach (3,3).",down
5230,"Your current position: (3,2), you have to reach (3,1).",left
5231,"Your current position: (3,2), you have to reach (0,3).",up
5232,"Your current position: (2,2), you have to reach (0,3).",up
5233,"Your current position: (1,2), you have to reach (0,3).",right
5234,"Your current position: (1,3), you have to reach (0,3).",up
5235,"Your current position: (2,3), you have to reach (0,1).",left
5236,"Your current position: (2,2), you have to reach (0,1).",up
5237,"Your current position: (1,2), you have to reach (0,1).",left
5238,"Your current position: (1,1), you have to reach (0,1).",up
5239,"Your current position: (1,0), you have to reach (0,2).",right
5240,"Your current position: (1,1), you have to reach (0,2).",right
5241,"Your current position: (1,2), you have to reach (0,2).",up
5242,"Your current position: (0,1), you have to reach (1,0).",left
5243,"Your current position: (0,0), you have to reach (1,0).",down
5244,"Your current position: (3,1), you have to reach (0,1).",up
5245,"Your current position: (2,1), you have to reach (0,1).",up
5246,"Your current position: (1,1), you have to reach (0,1).",up
5247,"Your current position: (1,3), you have to reach (1,2).",left
5248,"Your current position: (1,3), you have to reach (0,2).",left
5249,"Your current position: (1,2), you have to reach (0,2).",up
5250,"Your current position: (0,2), you have to reach (3,3).",down
5251,"Your current position: (1,2), you have to reach (3,3).",down
5252,"Your current position: (2,2), you have to reach (3,3).",right
5253,"Your current position: (2,3), you have to reach (3,3).",down
5254,"Your current position: (2,3), you have to reach (3,1).",left
5255,"Your current position: (2,2), you have to reach (3,1).",left
5256,"Your current position: (2,1), you have to reach (3,1).",down
5257,"Your current position: (3,1), you have to reach (0,0).",up
5258,"Your current position: (2,1), you have to reach (0,0).",up
5259,"Your current position: (1,1), you have to reach (0,0).",left
5260,"Your current position: (1,0), you have to reach (0,0).",up
5261,"Your current position: (1,1), you have to reach (3,2).",down
5262,"Your current position: (2,1), you have to reach (3,2).",right
5263,"Your current position: (2,2), you have to reach (3,2).",down
5264,"Your current position: (1,0), you have to reach (2,1).",right
5265,"Your current position: (1,1), you have to reach (2,1).",down
5266,"Your current position: (3,3), you have to reach (0,2).",up
5267,"Your current position: (2,3), you have to reach (0,2).",up
5268,"Your current position: (1,3), you have to reach (0,2).",left
5269,"Your current position: (1,2), you have to reach (0,2).",up
5270,"Your current position: (1,0), you have to reach (0,0).",up
5271,"Your current position: (3,1), you have to reach (2,0).",left
5272,"Your current position: (3,0), you have to reach (2,0).",up
5273,"Your current position: (2,2), you have to reach (0,0).",left
5274,"Your current position: (2,1), you have to reach (0,0).",up
5275,"Your current position: (1,1), you have to reach (0,0).",left
5276,"Your current position: (1,0), you have to reach (0,0).",up
5277,"Your current position: (1,1), you have to reach (1,2).",right
5278,"Your current position: (1,2), you have to reach (2,1).",left
5279,"Your current position: (1,1), you have to reach (2,1).",down
5280,"Your current position: (1,2), you have to reach (2,3).",right
5281,"Your current position: (1,3), you have to reach (2,3).",down
5282,"Your current position: (1,3), you have to reach (1,1).",left
5283,"Your current position: (1,2), you have to reach (1,1).",left
5284,"Your current position: (2,2), you have to reach (1,0).",left
5285,"Your current position: (2,1), you have to reach (1,0).",left
5286,"Your current position: (2,0), you have to reach (1,0).",up
5287,"Your current position: (2,3), you have to reach (1,1).",left
5288,"Your current position: (2,2), you have to reach (1,1).",left
5289,"Your current position: (2,1), you have to reach (1,1).",up
5290,"Your current position: (3,0), you have to reach (3,1).",right
5291,"Your current position: (2,0), you have to reach (2,3).",right
5292,"Your current position: (2,1), you have to reach (2,3).",right
5293,"Your current position: (2,2), you have to reach (2,3).",right
5294,"Your current position: (3,0), you have to reach (0,3).",right
5295,"Your current position: (3,1), you have to reach (0,3).",up
5296,"Your current position: (2,1), you have to reach (0,3).",right
5297,"Your current position: (2,2), you have to reach (0,3).",up
5298,"Your current position: (1,2), you have to reach (0,3).",right
5299,"Your current position: (1,3), you have to reach (0,3).",up
5300,"Your current position: (2,0), you have to reach (3,2).",right
5301,"Your current position: (2,1), you have to reach (3,2).",right
5302,"Your current position: (2,2), you have to reach (3,2).",down
5303,"Your current position: (3,1), you have to reach (0,3).",up
5304,"Your current position: (2,1), you have to reach (0,3).",right
5305,"Your current position: (2,2), you have to reach (0,3).",up
5306,"Your current position: (1,2), you have to reach (0,3).",right
5307,"Your current position: (1,3), you have to reach (0,3).",up
5308,"Your current position: (3,0), you have to reach (2,3).",right
5309,"Your current position: (3,1), you have to reach (2,3).",right
5310,"Your current position: (3,2), you have to reach (2,3).",right
5311,"Your current position: (3,3), you have to reach (2,3).",up
5312,"Your current position: (0,2), you have to reach (3,0).",down
5313,"Your current position: (1,2), you have to reach (3,0).",left
5314,"Your current position: (1,1), you have to reach (3,0).",down
5315,"Your current position: (2,1), you have to reach (3,0).",left
5316,"Your current position: (2,0), you have to reach (3,0).",down
5317,"Your current position: (3,3), you have to reach (1,0).",left
5318,"Your current position: (3,2), you have to reach (1,0).",left
5319,"Your current position: (3,1), you have to reach (1,0).",up
5320,"Your current position: (2,1), you have to reach (1,0).",left
5321,"Your current position: (2,0), you have to reach (1,0).",up
5322,"Your current position: (2,0), you have to reach (2,2).",right
5323,"Your current position: (2,1), you have to reach (2,2).",right
5324,"Your current position: (1,0), you have to reach (2,3).",right
5325,"Your current position: (1,1), you have to reach (2,3).",right
5326,"Your current position: (1,2), you have to reach (2,3).",right
5327,"Your current position: (1,3), you have to reach (2,3).",down
5328,"Your current position: (0,0), you have to reach (1,2).",right
5329,"Your current position: (0,1), you have to reach (1,2).",right
5330,"Your current position: (0,2), you have to reach (1,2).",down
5331,"Your current position: (2,3), you have to reach (3,2).",left
5332,"Your current position: (2,2), you have to reach (3,2).",down
5333,"Your current position: (1,2), you have to reach (3,3).",down
5334,"Your current position: (2,2), you have to reach (3,3).",right
5335,"Your current position: (2,3), you have to reach (3,3).",down
5336,"Your current position: (1,3), you have to reach (0,2).",left
5337,"Your current position: (1,2), you have to reach (0,2).",up
5338,"Your current position: (3,3), you have to reach (2,0).",left
5339,"Your current position: (3,2), you have to reach (2,0).",left
5340,"Your current position: (3,1), you have to reach (2,0).",left
5341,"Your current position: (3,0), you have to reach (2,0).",up
5342,"Your current position: (1,2), you have to reach (3,2).",down
5343,"Your current position: (2,2), you have to reach (3,2).",down
5344,"Your current position: (0,3), you have to reach (3,1).",down
5345,"Your current position: (1,3), you have to reach (3,1).",left
5346,"Your current position: (1,2), you have to reach (3,1).",down
5347,"Your current position: (2,2), you have to reach (3,1).",left
5348,"Your current position: (2,1), you have to reach (3,1).",down
5349,"Your current position: (1,1), you have to reach (2,0).",left
5350,"Your current position: (1,0), you have to reach (2,0).",down
5351,"Your current position: (2,0), you have to reach (3,0).",down
5352,"Your current position: (2,0), you have to reach (3,1).",right
5353,"Your current position: (2,1), you have to reach (3,1).",down
5354,"Your current position: (0,1), you have to reach (2,0).",down
5355,"Your current position: (1,1), you have to reach (2,0).",left
5356,"Your current position: (1,0), you have to reach (2,0).",down
5357,"Your current position: (1,3), you have to reach (3,3).",down
5358,"Your current position: (2,3), you have to reach (3,3).",down
5359,"Your current position: (0,0), you have to reach (1,0).",down
5360,"Your current position: (2,2), you have to reach (1,3).",right
5361,"Your current position: (2,3), you have to reach (1,3).",up
5362,"Your current position: (1,0), you have to reach (3,0).",down
5363,"Your current position: (2,0), you have to reach (3,0).",down
5364,"Your current position: (2,1), you have to reach (1,0).",left
5365,"Your current position: (2,0), you have to reach (1,0).",up
5366,"Your current position: (0,3), you have to reach (3,2).",down
5367,"Your current position: (1,3), you have to reach (3,2).",down
5368,"Your current position: (2,3), you have to reach (3,2).",left
5369,"Your current position: (2,2), you have to reach (3,2).",down
5370,"Your current position: (1,0), you have to reach (3,1).",down
5371,"Your current position: (2,0), you have to reach (3,1).",right
5372,"Your current position: (2,1), you have to reach (3,1).",down
5373,"Your current position: (2,2), you have to reach (0,2).",up
5374,"Your current position: (1,2), you have to reach (0,2).",up
5375,"Your current position: (0,0), you have to reach (3,1).",down
5376,"Your current position: (1,0), you have to reach (3,1).",down
5377,"Your current position: (2,0), you have to reach (3,1).",right
5378,"Your current position: (2,1), you have to reach (3,1).",down
5379,"Your current position: (0,1), you have to reach (1,0).",left
5380,"Your current position: (0,0), you have to reach (1,0).",down
5381,"Your current position: (1,0), you have to reach (2,0).",down
5382,"Your current position: (3,1), you have to reach (2,0).",left
5383,"Your current position: (3,0), you have to reach (2,0).",up
5384,"Your current position: (1,3), you have to reach (3,3).",down
5385,"Your current position: (2,3), you have to reach (3,3).",down
5386,"Your current position: (0,2), you have to reach (2,0).",left
5387,"Your current position: (0,1), you have to reach (2,0).",down
5388,"Your current position: (1,1), you have to reach (2,0).",left
5389,"Your current position: (1,0), you have to reach (2,0).",down
5390,"Your current position: (2,0), you have to reach (3,0).",down
5391,"Your current position: (2,1), you have to reach (1,2).",right
5392,"Your current position: (2,2), you have to reach (1,2).",up
5393,"Your current position: (3,1), you have to reach (1,0).",up
5394,"Your current position: (2,1), you have to reach (1,0).",left
5395,"Your current position: (2,0), you have to reach (1,0).",up
5396,"Your current position: (3,3), you have to reach (1,3).",up
5397,"Your current position: (2,3), you have to reach (1,3).",up
5398,"Your current position: (3,0), you have to reach (2,3).",right
5399,"Your current position: (3,1), you have to reach (2,3).",right
5400,"Your current position: (3,2), you have to reach (2,3).",right
5401,"Your current position: (3,3), you have to reach (2,3).",up
5402,"Your current position: (0,3), you have to reach (0,0).",left
5403,"Your current position: (0,2), you have to reach (0,0).",left
5404,"Your current position: (0,1), you have to reach (0,0).",left
5405,"Your current position: (3,3), you have to reach (0,2).",up
5406,"Your current position: (2,3), you have to reach (0,2).",up
5407,"Your current position: (1,3), you have to reach (0,2).",left
5408,"Your current position: (1,2), you have to reach (0,2).",up
5409,"Your current position: (2,1), you have to reach (1,2).",right
5410,"Your current position: (2,2), you have to reach (1,2).",up
5411,"Your current position: (3,0), you have to reach (1,3).",right
5412,"Your current position: (3,1), you have to reach (1,3).",right
5413,"Your current position: (3,2), you have to reach (1,3).",up
5414,"Your current position: (2,2), you have to reach (1,3).",right
5415,"Your current position: (2,3), you have to reach (1,3).",up
5416,"Your current position: (1,2), you have to reach (3,0).",left
5417,"Your current position: (1,1), you have to reach (3,0).",down
5418,"Your current position: (2,1), you have to reach (3,0).",left
5419,"Your current position: (2,0), you have to reach (3,0).",down
5420,"Your current position: (0,1), you have to reach (3,1).",down
5421,"Your current position: (1,1), you have to reach (3,1).",down
5422,"Your current position: (2,1), you have to reach (3,1).",down
5423,"Your current position: (1,3), you have to reach (3,2).",down
5424,"Your current position: (2,3), you have to reach (3,2).",left
5425,"Your current position: (2,2), you have to reach (3,2).",down
5426,"Your current position: (3,2), you have to reach (1,0).",left
5427,"Your current position: (3,1), you have to reach (1,0).",up
5428,"Your current position: (2,1), you have to reach (1,0).",left
5429,"Your current position: (2,0), you have to reach (1,0).",up
5430,"Your current position: (2,2), you have to reach (0,1).",up
5431,"Your current position: (1,2), you have to reach (0,1).",left
5432,"Your current position: (1,1), you have to reach (0,1).",up
5433,"Your current position: (0,0), you have to reach (0,3).",right
5434,"Your current position: (0,1), you have to reach (0,3).",right
5435,"Your current position: (0,2), you have to reach (0,3).",right
5436,"Your current position: (1,1), you have to reach (1,2).",right
5437,"Your current position: (2,2), you have to reach (3,3).",right
5438,"Your current position: (2,3), you have to reach (3,3).",down
5439,"Your current position: (3,0), you have to reach (3,2).",right
5440,"Your current position: (3,1), you have to reach (3,2).",right
5441,"Your current position: (3,1), you have to reach (2,0).",left
5442,"Your current position: (3,0), you have to reach (2,0).",up
5443,"Your current position: (2,2), you have to reach (0,2).",up
5444,"Your current position: (1,2), you have to reach (0,2).",up
5445,"Your current position: (3,0), you have to reach (3,3).",right
5446,"Your current position: (3,1), you have to reach (3,3).",right
5447,"Your current position: (3,2), you have to reach (3,3).",right
5448,"Your current position: (1,0), you have to reach (0,1).",right
5449,"Your current position: (1,1), you have to reach (0,1).",up
5450,"Your current position: (3,2), you have to reach (2,2).",up
5451,"Your current position: (1,0), you have to reach (0,0).",up
5452,"Your current position: (1,3), you have to reach (3,0).",left
5453,"Your current position: (1,2), you have to reach (3,0).",left
5454,"Your current position: (1,1), you have to reach (3,0).",down
5455,"Your current position: (2,1), you have to reach (3,0).",left
5456,"Your current position: (2,0), you have to reach (3,0).",down
5457,"Your current position: (3,0), you have to reach (3,2).",right
5458,"Your current position: (3,1), you have to reach (3,2).",right
5459,"Your current position: (0,3), you have to reach (1,3).",down
5460,"Your current position: (0,0), you have to reach (2,0).",down
5461,"Your current position: (1,0), you have to reach (2,0).",down
5462,"Your current position: (1,2), you have to reach (1,3).",right
5463,"Your current position: (1,3), you have to reach (2,1).",left
5464,"Your current position: (1,2), you have to reach (2,1).",left
5465,"Your current position: (1,1), you have to reach (2,1).",down
5466,"Your current position: (2,3), you have to reach (0,3).",up
5467,"Your current position: (1,3), you have to reach (0,3).",up
5468,"Your current position: (2,2), you have to reach (2,0).",left
5469,"Your current position: (2,1), you have to reach (2,0).",left
5470,"Your current position: (0,3), you have to reach (2,1).",left
5471,"Your current position: (0,2), you have to reach (2,1).",down
5472,"Your current position: (1,2), you have to reach (2,1).",left
5473,"Your current position: (1,1), you have to reach (2,1).",down
5474,"Your current position: (0,2), you have to reach (3,3).",down
5475,"Your current position: (1,2), you have to reach (3,3).",down
5476,"Your current position: (2,2), you have to reach (3,3).",right
5477,"Your current position: (2,3), you have to reach (3,3).",down
5478,"Your current position: (0,2), you have to reach (2,0).",left
5479,"Your current position: (0,1), you have to reach (2,0).",down
5480,"Your current position: (1,1), you have to reach (2,0).",left
5481,"Your current position: (1,0), you have to reach (2,0).",down
5482,"Your current position: (0,2), you have to reach (2,0).",left
5483,"Your current position: (0,1), you have to reach (2,0).",down
5484,"Your current position: (1,1), you have to reach (2,0).",left
5485,"Your current position: (1,0), you have to reach (2,0).",down
5486,"Your current position: (3,2), you have to reach (0,1).",up
5487,"Your current position: (2,2), you have to reach (0,1).",up
5488,"Your current position: (1,2), you have to reach (0,1).",left
5489,"Your current position: (1,1), you have to reach (0,1).",up
5490,"Your current position: (3,1), you have to reach (0,1).",up
5491,"Your current position: (2,1), you have to reach (0,1).",up
5492,"Your current position: (1,1), you have to reach (0,1).",up
5493,"Your current position: (3,0), you have to reach (1,0).",up
5494,"Your current position: (2,0), you have to reach (1,0).",up
5495,"Your current position: (0,0), you have to reach (3,2).",down
5496,"Your current position: (1,0), you have to reach (3,2).",right
5497,"Your current position: (1,1), you have to reach (3,2).",down
5498,"Your current position: (2,1), you have to reach (3,2).",right
5499,"Your current position: (2,2), you have to reach (3,2).",down
5500,"Your current position: (0,2), you have to reach (1,0).",left
5501,"Your current position: (0,1), you have to reach (1,0).",left
5502,"Your current position: (0,0), you have to reach (1,0).",down
5503,"Your current position: (2,1), you have to reach (2,0).",left
5504,"Your current position: (1,2), you have to reach (3,0).",left
5505,"Your current position: (1,1), you have to reach (3,0).",down
5506,"Your current position: (2,1), you have to reach (3,0).",left
5507,"Your current position: (2,0), you have to reach (3,0).",down
5508,"Your current position: (0,2), you have to reach (3,1).",down
5509,"Your current position: (1,2), you have to reach (3,1).",down
5510,"Your current position: (2,2), you have to reach (3,1).",left
5511,"Your current position: (2,1), you have to reach (3,1).",down
5512,"Your current position: (1,1), you have to reach (2,3).",right
5513,"Your current position: (1,2), you have to reach (2,3).",right
5514,"Your current position: (1,3), you have to reach (2,3).",down
5515,"Your current position: (2,3), you have to reach (2,2).",left
5516,"Your current position: (0,1), you have to reach (0,2).",right
5517,"Your current position: (1,0), you have to reach (2,1).",right
5518,"Your current position: (1,1), you have to reach (2,1).",down
5519,"Your current position: (1,0), you have to reach (2,1).",right
5520,"Your current position: (1,1), you have to reach (2,1).",down
5521,"Your current position: (3,2), you have to reach (0,3).",up
5522,"Your current position: (2,2), you have to reach (0,3).",up
5523,"Your current position: (1,2), you have to reach (0,3).",right
5524,"Your current position: (1,3), you have to reach (0,3).",up
5525,"Your current position: (0,0), you have to reach (0,3).",right
5526,"Your current position: (0,1), you have to reach (0,3).",right
5527,"Your current position: (0,2), you have to reach (0,3).",right
5528,"Your current position: (3,1), you have to reach (0,3).",up
5529,"Your current position: (2,1), you have to reach (0,3).",right
5530,"Your current position: (2,2), you have to reach (0,3).",up
5531,"Your current position: (1,2), you have to reach (0,3).",right
5532,"Your current position: (1,3), you have to reach (0,3).",up
5533,"Your current position: (1,2), you have to reach (3,0).",left
5534,"Your current position: (1,1), you have to reach (3,0).",down
5535,"Your current position: (2,1), you have to reach (3,0).",left
5536,"Your current position: (2,0), you have to reach (3,0).",down
5537,"Your current position: (1,3), you have to reach (2,1).",left
5538,"Your current position: (1,2), you have to reach (2,1).",left
5539,"Your current position: (1,1), you have to reach (2,1).",down
5540,"Your current position: (2,1), you have to reach (2,3).",right
5541,"Your current position: (2,2), you have to reach (2,3).",right
5542,"Your current position: (0,1), you have to reach (2,0).",down
5543,"Your current position: (1,1), you have to reach (2,0).",left
5544,"Your current position: (1,0), you have to reach (2,0).",down
5545,"Your current position: (1,1), you have to reach (0,3).",right
5546,"Your current position: (1,2), you have to reach (0,3).",right
5547,"Your current position: (1,3), you have to reach (0,3).",up
5548,"Your current position: (1,1), you have to reach (2,3).",right
5549,"Your current position: (1,2), you have to reach (2,3).",right
5550,"Your current position: (1,3), you have to reach (2,3).",down
5551,"Your current position: (0,2), you have to reach (2,0).",left
5552,"Your current position: (0,1), you have to reach (2,0).",down
5553,"Your current position: (1,1), you have to reach (2,0).",left
5554,"Your current position: (1,0), you have to reach (2,0).",down
5555,"Your current position: (1,2), you have to reach (3,2).",down
5556,"Your current position: (2,2), you have to reach (3,2).",down
5557,"Your current position: (0,1), you have to reach (2,0).",down
5558,"Your current position: (1,1), you have to reach (2,0).",left
5559,"Your current position: (1,0), you have to reach (2,0).",down
5560,"Your current position: (1,1), you have to reach (0,0).",left
5561,"Your current position: (1,0), you have to reach (0,0).",up
5562,"Your current position: (2,3), you have to reach (0,1).",left
5563,"Your current position: (2,2), you have to reach (0,1).",up
5564,"Your current position: (1,2), you have to reach (0,1).",left
5565,"Your current position: (1,1), you have to reach (0,1).",up
5566,"Your current position: (2,2), you have to reach (3,2).",down
5567,"Your current position: (2,0), you have to reach (1,2).",right
5568,"Your current position: (2,1), you have to reach (1,2).",right
5569,"Your current position: (2,2), you have to reach (1,2).",up
5570,"Your current position: (2,2), you have to reach (2,0).",left
5571,"Your current position: (2,1), you have to reach (2,0).",left
5572,"Your current position: (3,0), you have to reach (1,1).",up
5573,"Your current position: (2,0), you have to reach (1,1).",right
5574,"Your current position: (2,1), you have to reach (1,1).",up
5575,"Your current position: (3,3), you have to reach (3,0).",left
5576,"Your current position: (3,2), you have to reach (3,0).",left
5577,"Your current position: (3,1), you have to reach (3,0).",left
5578,"Your current position: (2,1), you have to reach (2,0).",left
5579,"Your current position: (1,3), you have to reach (0,2).",left
5580,"Your current position: (1,2), you have to reach (0,2).",up
5581,"Your current position: (1,1), you have to reach (3,3).",right
5582,"Your current position: (1,2), you have to reach (3,3).",down
5583,"Your current position: (2,2), you have to reach (3,3).",right
5584,"Your current position: (2,3), you have to reach (3,3).",down
5585,"Your current position: (3,2), you have to reach (3,1).",left
5586,"Your current position: (1,3), you have to reach (3,1).",left
5587,"Your current position: (1,2), you have to reach (3,1).",down
5588,"Your current position: (2,2), you have to reach (3,1).",left
5589,"Your current position: (2,1), you have to reach (3,1).",down
5590,"Your current position: (3,1), you have to reach (0,3).",up
5591,"Your current position: (2,1), you have to reach (0,3).",right
5592,"Your current position: (2,2), you have to reach (0,3).",up
5593,"Your current position: (1,2), you have to reach (0,3).",right
5594,"Your current position: (1,3), you have to reach (0,3).",up
5595,"Your current position: (3,2), you have to reach (2,2).",up
5596,"Your current position: (2,3), you have to reach (3,2).",left
5597,"Your current position: (2,2), you have to reach (3,2).",down
5598,"Your current position: (3,0), you have to reach (1,0).",up
5599,"Your current position: (2,0), you have to reach (1,0).",up
5600,"Your current position: (3,2), you have to reach (0,3).",up
5601,"Your current position: (2,2), you have to reach (0,3).",up
5602,"Your current position: (1,2), you have to reach (0,3).",right
5603,"Your current position: (1,3), you have to reach (0,3).",up
5604,"Your current position: (2,2), you have to reach (2,3).",right
5605,"Your current position: (0,3), you have to reach (0,2).",left
5606,"Your current position: (3,3), you have to reach (0,3).",up
5607,"Your current position: (2,3), you have to reach (0,3).",up
5608,"Your current position: (1,3), you have to reach (0,3).",up
5609,"Your current position: (3,3), you have to reach (1,2).",up
5610,"Your current position: (2,3), you have to reach (1,2).",left
5611,"Your current position: (2,2), you have to reach (1,2).",up
5612,"Your current position: (0,0), you have to reach (1,0).",down
5613,"Your current position: (2,3), you have to reach (0,3).",up
5614,"Your current position: (1,3), you have to reach (0,3).",up
5615,"Your current position: (3,2), you have to reach (2,1).",left
5616,"Your current position: (3,1), you have to reach (2,1).",up
5617,"Your current position: (0,0), you have to reach (3,3).",right
5618,"Your current position: (0,1), you have to reach (3,3).",down
5619,"Your current position: (1,1), you have to reach (3,3).",right
5620,"Your current position: (1,2), you have to reach (3,3).",down
5621,"Your current position: (2,2), you have to reach (3,3).",right
5622,"Your current position: (2,3), you have to reach (3,3).",down
5623,"Your current position: (1,1), you have to reach (0,3).",right
5624,"Your current position: (1,2), you have to reach (0,3).",right
5625,"Your current position: (1,3), you have to reach (0,3).",up
5626,"Your current position: (0,0), you have to reach (2,1).",down
5627,"Your current position: (1,0), you have to reach (2,1).",right
5628,"Your current position: (1,1), you have to reach (2,1).",down
5629,"Your current position: (2,3), you have to reach (0,1).",left
5630,"Your current position: (2,2), you have to reach (0,1).",up
5631,"Your current position: (1,2), you have to reach (0,1).",left
5632,"Your current position: (1,1), you have to reach (0,1).",up
5633,"Your current position: (2,1), you have to reach (3,2).",right
5634,"Your current position: (2,2), you have to reach (3,2).",down
5635,"Your current position: (0,2), you have to reach (1,2).",down
5636,"Your current position: (0,2), you have to reach (1,3).",right
5637,"Your current position: (0,3), you have to reach (1,3).",down
5638,"Your current position: (1,1), you have to reach (2,2).",right
5639,"Your current position: (1,2), you have to reach (2,2).",down
5640,"Your current position: (2,3), you have to reach (3,3).",down
